Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000265835	ENST00000578249	53907922	53907993	8	miRNA
ENSG00000251871	ENST00000516062	53950189	53950309	8	miRNA
ENSG00000264702	ENST00000410358	148393763	148393845	X	miRNA
ENSG00000238553	ENST00000458904	103487032	103487124	4	miRNA
ENSG00000264580	ENST00000579137	44371038	44371124	21	miRNA
ENSG00000207559	ENST00000384828	166307394	166307489	4	miRNA
ENSG00000211526	ENST00000390192	91715451	91715544	X	miRNA
ENSG00000264445	ENST00000577242	8490974	8491058	8	miRNA
ENSG00000222512	ENST00000410580	111121132	111121209	9	miRNA
ENSG00000215999	ENST00000401180	105199264	105199348	4	miRNA
ENSG00000272082	ENST00000606234	105412033	105412111	4	miRNA
ENSG00000223297	ENST00000411365	96691066	96691143	8	miRNA
ENSG00000263407	ENST00000583549	8905955	8906028	8	miRNA
ENSG00000207698	ENST00000384965	111808509	111808578	9	miRNA
ENSG00000221003	ENST00000408076	29786121	29786205	8	miRNA
ENSG00000264788	ENST00000579676	29814788	29814864	8	miRNA
ENSG00000264009	ENST00000580152	44547630	44547729	21	miRNA
ENSG00000221309	ENST00000408382	90838273	90838355	15	miRNA
ENSG00000265647	ENST00000578641	112028557	112028655	9	miRNA
ENSG00000263861	ENST00000579313	112273755	112273825	9	miRNA
ENSG00000221665	ENST00000408738	94148500	94148592	X	miRNA
ENSG00000221187	ENST00000408260	94318140	94318225	X	miRNA
ENSG00000212098	ENST00000390809	94389278	94389371	X	miRNA
ENSG00000221033	ENST00000408106	65054586	65054714	15	miRNA
ENSG00000264737	ENST00000582784	66011584	66011670	15	miRNA
ENSG00000212032	ENST00000390743	120466408	120466492	X	miRNA
ENSG00000265456	ENST00000584290	120504826	120504907	X	miRNA
ENSG00000263512	ENST00000580794	66332571	66332670	15	miRNA
ENSG00000221217	ENST00000408290	121002720	121002809	X	miRNA
ENSG00000266254	ENST00000583187	167148917	167148984	4	miRNA
ENSG00000221317	ENST00000408390	121605578	121605671	X	miRNA
ENSG00000265300	ENST00000578704	20837512	20837603	22	miRNA
ENSG00000266589	ENST00000583257	66789296	66789372	15	miRNA
ENSG00000266315	ENST00000582284	114694380	114694449	9	miRNA
ENSG00000263662	ENST00000581903	38211	38291	GL000224.1	miRNA
ENSG00000239196	ENST00000459457	43376	43458	GL000224.1	miRNA
ENSG00000263854	ENST00000584224	47211	47293	GL000224.1	miRNA
ENSG00000266603	ENST00000578309	126781	126862	GL000224.1	miRNA
ENSG00000238617	ENST00000458883	137252	137327	GL000224.1	miRNA
ENSG00000264787	ENST00000577568	165117	165199	GL000224.1	miRNA
ENSG00000239051	ENST00000458962	166714	166794	GL000224.1	miRNA
ENSG00000264718	ENST00000582098	21011322	21011403	22	miRNA
ENSG00000221589	ENST00000408662	56589792	56589883	8	miRNA
ENSG00000264713	ENST00000582776	170706345	170706431	4	miRNA
ENSG00000216204	ENST00000401385	56821520	56821611	8	miRNA
ENSG00000221764	ENST00000408837	47978233	47978344	4	miRNA
ENSG00000207701	ENST00000384968	9599182	9599278	8	miRNA
ENSG00000222437	ENST00000410505	49199220	49199301	4	miRNA
ENSG00000221747	ENST00000408820	49200032	49200114	4	miRNA
ENSG00000221415	ENST00000408488	49200224	49200306	4	miRNA
ENSG00000266337	ENST00000580661	49211391	49211465	4	miRNA
ENSG00000265082	ENST00000577653	122598936	122599026	X	miRNA
ENSG00000222333	ENST00000410401	107336863	107336942	4	miRNA
ENSG00000221393	ENST00000408466	18166843	18166932	7	miRNA
ENSG00000223030	ENST00000411098	18336962	18337059	7	miRNA
ENSG00000211556	ENST00000390130	116554638	116554719	9	miRNA
ENSG00000207575	ENST00000384843	21388465	21388561	22	miRNA
ENSG00000266318	ENST00000580523	97592970	97593038	7	miRNA
ENSG00000266668	ENST00000577959	97593717	97593793	7	miRNA
ENSG00000265591	ENST00000579348	49585042	49585116	4	miRNA
ENSG00000207726	ENST00000384993	116971714	116971809	9	miRNA
ENSG00000221075	ENST00000408148	49597627	49597709	4	miRNA
ENSG00000221334	ENST00000408407	49600440	49600522	4	miRNA
ENSG00000221082	ENST00000408155	49600632	49600714	4	miRNA
ENSG00000223099	ENST00000411167	49601445	49601526	4	miRNA
ENSG00000252454	ENST00000516645	149396239	149396318	X	miRNA
ENSG00000221296	ENST00000408369	174189311	174189384	4	miRNA
ENSG00000221320	ENST00000408393	9945431	9945541	8	miRNA
ENSG00000272241	ENST00000606438	117378827	117378895	9	miRNA
ENSG00000264779	ENST00000577331	68522010	68522127	15	miRNA
ENSG00000264585	ENST00000578365	53578849	53578914	4	miRNA
ENSG00000263713	ENST00000401364	149657798	149657884	X	miRNA
ENSG00000264173	ENST00000577670	93447629	93447705	15	miRNA
ENSG00000266656	ENST00000579811	53617314	53617379	4	miRNA
ENSG00000265195	ENST00000579909	69094189	69094264	15	miRNA
ENSG00000266046	ENST00000581081	109498228	109498296	4	miRNA
ENSG00000265789	ENST00000579077	150336694	150336798	X	miRNA
ENSG00000265522	ENST00000581341	109710356	109710418	4	miRNA
ENSG00000221734	ENST00000408807	117554474	117554546	9	miRNA
ENSG00000266374	ENST00000584174	69452990	69453063	15	miRNA
ENSG00000266813	ENST00000583131	49059702	49059788	X	miRNA
ENSG00000265047	ENST00000580566	69539448	69539549	15	miRNA
ENSG00000265269	ENST00000582686	66332571	66332670	HSCHR15_1_CTG8	miRNA
ENSG00000266019	ENST00000582661	98479273	98479352	7	miRNA
ENSG00000221772	ENST00000408845	118961269	118961358	9	miRNA
ENSG00000265932	ENST00000580367	19744981	19745059	7	miRNA
ENSG00000207924	ENST00000385189	54385522	54385631	12	miRNA
ENSG00000221219	ENST00000408292	54969747	54969823	4	miRNA
ENSG00000263842	ENST00000581071	100011512	100011629	8	miRNA
ENSG00000216182	ENST00000401363	119155868	119155955	9	miRNA
ENSG00000252430	ENST00000516621	98640193	98640274	X	miRNA
ENSG00000263762	ENST00000580651	10524488	10524580	8	miRNA
ENSG00000207804	ENST00000385069	100548864	100548958	8	miRNA
ENSG00000216069	ENST00000401250	100549014	100549089	8	miRNA
ENSG00000264712	ENST00000577413	50766573	50766664	14	miRNA
ENSG00000265662	ENST00000583553	119861286	119861385	9	miRNA
ENSG00000265929	ENST00000583555	107259100	107259214	14	miRNA
ENSG00000215923	ENST00000401104	16562189	16562265	12	miRNA
ENSG00000221753	ENST00000408826	101036210	101036312	8	miRNA
ENSG00000207600	ENST00000384868	10892716	10892812	8	miRNA
ENSG00000265599	ENST00000584480	101394991	101395073	8	miRNA
ENSG00000207653	ENST00000384920	32757220	32757313	2	miRNA
ENSG00000222197	ENST00000410265	119117867	119117967	10	miRNA
ENSG00000265057	ENST00000585007	32860322	32860398	2	miRNA
ENSG00000264986	ENST00000583139	124870309	124870396	3	miRNA
ENSG00000264991	ENST00000579868	101720106	101720191	8	miRNA
ENSG00000265865	ENST00000581408	62528465	62528529	7	miRNA
ENSG00000263578	ENST00000577878	31354880	31354976	10	miRNA
ENSG00000220984	ENST00000408057	58096193	58096279	8	miRNA
ENSG00000266857	ENST00000579826	125409100	125409187	3	miRNA
ENSG00000266768	ENST00000578597	61782495	61782593	2	miRNA
ENSG00000264120	ENST00000582865	151125155	151125250	X	miRNA
ENSG00000207621	ENST00000384889	151127050	151127130	X	miRNA
ENSG00000221576	ENST00000408649	19759011	19759074	7	miRNA
ENSG00000207988	ENST00000385253	110409854	110409951	4	miRNA
ENSG00000207753	ENST00000385020	151128100	151128184	X	miRNA
ENSG00000264267	ENST00000580494	34011105	34011205	2	miRNA
ENSG00000207814	ENST00000385079	123007257	123007328	9	miRNA
ENSG00000265561	ENST00000579691	31880141	31880190	5	miRNA
ENSG00000222086	ENST00000410154	156662195	156662309	5	miRNA
ENSG00000266861	ENST00000581297	34152451	34152539	2	miRNA
ENSG00000266756	ENST00000577577	103137660	103137743	8	miRNA
ENSG00000266243	ENST00000582091	31936208	31936265	5	miRNA
ENSG00000212025	ENST00000390736	34628731	34628824	2	miRNA
ENSG00000207717	ENST00000384984	168269642	168269737	3	miRNA
ENSG00000265759	ENST00000578125	12983475	12983544	19	miRNA
ENSG00000251808	ENST00000515999	111774532	111774626	4	miRNA
ENSG00000207758	ENST00000385025	49767754	49767844	X	miRNA
ENSG00000215961	ENST00000401142	111781738	111781803	4	miRNA
ENSG00000207768	ENST00000385034	49768109	49768194	X	miRNA
ENSG00000265152	ENST00000582167	49771262	49771344	X	miRNA
ENSG00000207785	ENST00000385051	49773039	49773122	X	miRNA
ENSG00000208015	ENST00000385280	49773572	49773636	X	miRNA
ENSG00000266032	ENST00000583422	111290976	111291075	6	miRNA
ENSG00000221074	ENST00000408147	140584261	140584350	2	miRNA
ENSG00000211538	ENST00000390204	49774330	49774413	X	miRNA
ENSG00000239057	ENST00000458843	49775279	49775357	X	miRNA
ENSG00000207970	ENST00000385235	49777849	49777945	X	miRNA
ENSG00000272080	ENST00000606349	49779206	49779291	X	miRNA
ENSG00000266721	ENST00000579717	13031134	13031218	19	miRNA
ENSG00000222961	ENST00000411029	32379513	32379573	5	miRNA
ENSG00000222492	ENST00000410560	13069669	13069761	19	miRNA
ENSG00000207956	ENST00000385221	32394484	32394581	5	miRNA
ENSG00000223109	ENST00000411177	69599711	69599771	16	miRNA
ENSG00000265224	ENST00000582639	142396413	142396532	2	miRNA
ENSG00000266259	ENST00000578083	142754946	142755056	2	miRNA
ENSG00000265083	ENST00000578066	5148467	5148556	6	miRNA
ENSG00000212030	ENST00000390741	76589276	76589362	11	miRNA
ENSG00000239131	ENST00000458963	143070509	143070577	2	miRNA
ENSG00000264541	ENST00000577593	5224961	5225030	6	miRNA
ENSG00000272174	ENST00000607869	32781644	32781745	5	miRNA
ENSG00000271767	ENST00000607263	77306156	77306224	11	miRNA
ENSG00000221233	ENST00000408306	40497851	40497946	19	miRNA
ENSG00000221169	ENST00000408242	143763269	143763360	2	miRNA
ENSG00000265538	ENST00000578133	51525509	51525577	1	miRNA
ENSG00000208017	ENST00000385282	69966984	69967083	16	miRNA
ENSG00000221051	ENST00000408124	40710019	40710106	19	miRNA
ENSG00000238867	ENST00000458852	41323187	41323246	6	miRNA
ENSG00000239101	ENST00000459498	51654135	51654223	1	miRNA
ENSG00000207631	ENST00000384899	40788450	40788548	19	miRNA
ENSG00000221492	ENST00000408565	51656555	51656630	1	miRNA
ENSG00000212063	ENST00000390774	93829464	93829552	15	miRNA
ENSG00000265420	ENST00000579234	86420149	86420231	2	miRNA
ENSG00000265301	ENST00000584780	35696471	35696552	2	miRNA
ENSG00000266494	ENST00000578353	41566461	41566526	6	miRNA
ENSG00000264121	ENST00000579540	6046676	6046777	6	miRNA
ENSG00000263572	ENST00000584820	6169567	6169642	6	miRNA
ENSG00000265960	ENST00000581084	156557648	156557747	1	miRNA
ENSG00000266485	ENST00000583484	112683050	112683141	6	miRNA
ENSG00000263886	ENST00000580355	124421625	124421692	X	miRNA
ENSG00000266097	ENST00000579892	62432961	62433052	2	miRNA
ENSG00000222518	ENST00000410586	124796899	124796989	X	miRNA
ENSG00000211581	ENST00000390226	156905923	156906036	1	miRNA
ENSG00000264332	ENST00000582628	55877000	55877099	4	miRNA
ENSG00000266799	ENST00000401101	103745863	103745947	8	miRNA
ENSG00000265523	ENST00000582264	141559618	141559669	7	miRNA
ENSG00000252215	ENST00000516406	112853384	112853487	6	miRNA
ENSG00000265919	ENST00000582178	86410696	86410771	5	miRNA
ENSG00000252453	ENST00000516644	86813263	86813353	2	miRNA
ENSG00000264338	ENST00000580761	125606792	125606865	X	miRNA
ENSG00000265637	ENST00000584545	125532528	125532608	5	miRNA
ENSG00000222677	ENST00000410745	113836189	113836285	6	miRNA
ENSG00000265898	ENST00000585114	103973041	103973148	8	miRNA
ENSG00000222939	ENST00000411007	66760350	66760436	5	miRNA
ENSG00000222409	ENST00000410477	94440141	94440256	15	miRNA
ENSG00000266650	ENST00000583518	113924117	113924227	6	miRNA
ENSG00000266358	ENST00000577470	13950397	13950497	1	miRNA
ENSG00000221559	ENST00000408632	114026035	114026125	6	miRNA
ENSG00000265166	ENST00000583219	125455059	125455146	3	miRNA
ENSG00000252177	ENST00000516368	13486743	13486827	19	miRNA
ENSG00000212076	ENST00000390787	52302013	52302082	1	miRNA
ENSG00000266344	ENST00000584907	75188425	75188494	10	miRNA
ENSG00000211554	ENST00000390128	203968373	203968471	1	miRNA
ENSG00000221737	ENST00000408810	125509247	125509395	3	miRNA
ENSG00000265104	ENST00000578945	126596628	126596690	5	miRNA
ENSG00000207808	ENST00000385073	13947254	13947331	19	miRNA
ENSG00000221132	ENST00000408205	100682381	100682483	X	miRNA
ENSG00000265769	ENST00000581406	52366592	52366643	1	miRNA
ENSG00000212022	ENST00000390733	94624327	94624420	15	miRNA
ENSG00000207980	ENST00000385245	13947401	13947473	19	miRNA
ENSG00000207613	ENST00000384881	13985513	13985622	19	miRNA
ENSG00000207585	ENST00000384853	13985689	13985825	19	miRNA
ENSG00000222954	ENST00000411022	56796148	56796239	4	miRNA
ENSG00000266215	ENST00000579623	126858354	126858438	11	miRNA
ENSG00000265820	ENST00000578255	1784986	1785067	16	miRNA
ENSG00000265518	ENST00000579127	43980738	43980838	6	miRNA
ENSG00000265999	ENST00000584905	1925658	1925735	16	miRNA
ENSG00000216112	ENST00000401293	98913401	98913488	2	miRNA
ENSG00000238883	ENST00000459420	107991091	107991177	1	miRNA
ENSG00000265536	ENST00000579317	108318796	108318878	1	miRNA
ENSG00000265667	ENST00000579377	104104852	104104949	8	miRNA
ENSG00000264753	ENST00000582803	108561275	108561393	1	miRNA
ENSG00000223149	ENST00000411217	67263273	67263379	5	miRNA
ENSG00000199169	ENST00000362299	113569030	113569097	4	miRNA
ENSG00000199145	ENST00000362275	113569160	113569227	4	miRNA
ENSG00000265657	ENST00000583423	104166842	104166917	8	miRNA
ENSG00000207927	ENST00000385192	113569339	113569407	4	miRNA
ENSG00000199102	ENST00000362232	113569519	113569586	4	miRNA
ENSG00000265700	ENST00000583964	44221943	44222022	6	miRNA
ENSG00000266619	ENST00000583943	44403378	44403459	6	miRNA
ENSG00000252664	ENST00000516855	18174646	18174709	Y	miRNA
ENSG00000207769	ENST00000385035	45165411	45165507	6	miRNA
ENSG00000266550	ENST00000579300	78684766	78684854	11	miRNA
ENSG00000264048	ENST00000584345	16010967	16011053	1	miRNA
ENSG00000252940	ENST00000517131	124302155	124302241	9	miRNA
ENSG00000252731	ENST00000516922	204622230	204622314	1	miRNA
ENSG00000212082	ENST00000390793	35034257	35034347	5	miRNA
ENSG00000264500	ENST00000582636	249120576	249120642	1	miRNA
ENSG00000221599	ENST00000408672	114598549	114598642	6	miRNA
ENSG00000207957	ENST00000385222	151560691	151560771	X	miRNA
ENSG00000251696	ENST00000515887	205031380	205031470	1	miRNA
ENSG00000211583	ENST00000390228	151561893	151562001	X	miRNA
ENSG00000207818	ENST00000385083	151562884	151562964	X	miRNA
ENSG00000266330	ENST00000582442	47430587	47430652	6	miRNA
ENSG00000207756	ENST00000385023	36147994	36148090	5	miRNA
ENSG00000264834	ENST00000580581	53394346	53394444	1	miRNA
ENSG00000266583	ENST00000584530	124882361	124882446	9	miRNA
ENSG00000266188	ENST00000578844	53400602	53400689	1	miRNA
ENSG00000265815	ENST00000577677	53405986	53406085	1	miRNA
ENSG00000272317	ENST00000606638	125018212	125018309	9	miRNA
ENSG00000221289	ENST00000408362	148224198	148224282	2	miRNA
ENSG00000199059	ENST00000362189	205417430	205417526	1	miRNA
ENSG00000263705	ENST00000581998	10439950	10440027	6	miRNA
ENSG00000263746	ENST00000578298	1708900	1708983	5	miRNA
ENSG00000265049	ENST00000584553	148698549	148698640	2	miRNA
ENSG00000221617	ENST00000408690	93491027	93491120	12	miRNA
ENSG00000265429	ENST00000577987	114478867	114478945	2	miRNA
ENSG00000265589	ENST00000582922	159029039	159029116	1	miRNA
ENSG00000222651	ENST00000410719	96876490	96876536	15	miRNA
ENSG00000207707	ENST00000384974	14640355	14640452	19	miRNA
ENSG00000263686	ENST00000408477	125866419	125866503	X	miRNA
ENSG00000222274	ENST00000410342	100136565	100136694	2	miRNA
ENSG00000265562	ENST00000583783	33053355	33053455	8	miRNA
ENSG00000263656	ENST00000582845	149649447	149649513	2	miRNA
ENSG00000265516	ENST00000584665	116778895	116778985	6	miRNA
ENSG00000221175	ENST00000408248	48817560	48817639	6	miRNA
ENSG00000207571	ENST00000384839	54427734	54427829	12	miRNA
ENSG00000215984	ENST00000401165	114747587	114747673	2	miRNA
ENSG00000265197	ENST00000584045	18398127	18398238	Y	miRNA
ENSG00000265846	ENST00000584832	175344946	175345015	4	miRNA
ENSG00000207709	ENST00000384976	110141515	110141589	1	miRNA
ENSG00000221656	ENST00000408729	2140196	2140285	16	miRNA
ENSG00000238335	ENST00000458884	37802073	37802167	5	miRNA
ENSG00000221434	ENST00000408507	117766553	117766604	6	miRNA
ENSG00000265493	ENST00000585179	175848458	175848542	4	miRNA
ENSG00000264454	ENST00000578163	54294465	54294534	1	miRNA
ENSG00000238758	ENST00000458940	90847542	90847596	14	miRNA
ENSG00000265867	ENST00000583451	2183120	2183205	16	miRNA
ENSG00000264397	ENST00000583743	2185978	2186130	16	miRNA
ENSG00000264208	ENST00000585250	54519752	54519827	1	miRNA
ENSG00000221136	ENST00000408209	176394153	176394259	4	miRNA
ENSG00000252748	ENST00000516939	91031485	91031569	14	miRNA
ENSG00000252958	ENST00000517149	2255031	2255137	16	miRNA
ENSG00000265404	ENST00000577877	54970341	54970443	1	miRNA
ENSG00000264684	ENST00000585225	152224848	152224925	2	miRNA
ENSG00000223291	ENST00000411359	12753907	12754003	6	miRNA
ENSG00000238836	ENST00000458832	38081774	38081845	5	miRNA
ENSG00000207931	ENST00000385196	115577915	115578010	4	miRNA
ENSG00000207982	ENST00000385247	119390212	119390308	6	miRNA
ENSG00000212102	ENST00000390813	22007270	22007347	22	miRNA
ENSG00000207751	ENST00000385018	22007593	22007674	22	miRNA
ENSG00000216113	ENST00000401294	104863827	104863916	8	miRNA
ENSG00000222158	ENST00000410226	105437587	105437666	8	miRNA
ENSG00000266734	ENST00000579547	105447681	105447774	8	miRNA
ENSG00000266392	ENST00000584184	79374516	79374578	17	miRNA
ENSG00000208032	ENST00000385297	105496597	105496693	8	miRNA
ENSG00000266189	ENST00000577404	79418130	79418214	17	miRNA
ENSG00000265725	ENST00000579460	120336325	120336403	6	miRNA
ENSG00000263732	ENST00000583362	105767334	105767403	8	miRNA
ENSG00000264715	ENST00000578347	28339051	28339136	17	miRNA
ENSG00000265822	ENST00000581938	55691314	55691396	1	miRNA
ENSG00000266458	ENST00000584466	159869769	159869869	1	miRNA
ENSG00000199071	ENST00000362201	28444097	28444190	17	miRNA
ENSG00000266077	ENST00000584254	79478052	79478135	17	miRNA
ENSG00000253044	ENST00000517235	207688630	207688688	1	miRNA
ENSG00000263365	ENST00000581561	3394759	3394851	11	miRNA
ENSG00000221085	ENST00000408158	63922527	63922669	2	miRNA
ENSG00000223201	ENST00000411269	15163741	15163885	19	miRNA
ENSG00000263853	ENST00000584812	79643031	79643116	17	miRNA
ENSG00000207991	ENST00000385256	126164804	126164882	9	miRNA
ENSG00000222647	ENST00000410715	120018597	120018700	12	miRNA
ENSG00000266584	ENST00000577341	16875409	16875482	1	miRNA
ENSG00000221323	ENST00000408396	120151439	120151529	12	miRNA
ENSG00000222722	ENST00000410790	126347663	126347736	9	miRNA
ENSG00000264687	ENST00000583406	15149930	15150030	6	miRNA
ENSG00000222309	ENST00000410377	32635792	32635874	10	miRNA
ENSG00000266512	ENST00000582975	155002618	155002720	2	miRNA
ENSG00000266440	ENST00000582964	128955798	128955898	X	miRNA
ENSG00000212001	ENST00000390712	155088231	155088342	2	miRNA
ENSG00000266108	ENST00000584455	152468714	152468765	X	miRNA
ENSG00000265381	ENST00000582216	160175167	160175254	1	miRNA
ENSG00000266432	ENST00000582690	158952946	158953018	5	miRNA
ENSG00000264206	ENST00000408630	51926413	51926504	6	miRNA
ENSG00000207604	ENST00000384872	52009147	52009232	6	miRNA
ENSG00000263712	ENST00000584938	16141787	16141855	6	miRNA
ENSG00000223307	ENST00000411375	56843005	56843090	1	miRNA
ENSG00000199080	ENST00000362210	52013721	52013839	6	miRNA
ENSG00000215948	ENST00000401129	97634492	97634582	15	miRNA
ENSG00000223009	ENST00000411077	160473166	160473246	1	miRNA
ENSG00000221681	ENST00000408754	125551272	125551371	3	miRNA
ENSG00000221538	ENST00000408611	111195564	111195653	1	miRNA
ENSG00000264286	ENST00000577282	160515438	160515535	1	miRNA
ENSG00000265642	ENST00000408068	16428675	16428754	6	miRNA
ENSG00000216015	ENST00000401196	124061579	124061677	6	miRNA
ENSG00000265560	ENST00000584085	34827724	34827817	8	miRNA
ENSG00000221424	ENST00000408497	15175890	15176037	3	miRNA
ENSG00000221019	ENST00000408092	3578572	3578719	11	miRNA
ENSG00000239048	ENST00000459617	159556217	159556280	5	miRNA
ENSG00000264237	ENST00000583657	127112735	127112810	9	miRNA
ENSG00000263702	ENST00000578874	54785989	54786060	HSCHR19LRC_PGF2_CTG1	miRNA
ENSG00000221591	ENST00000408664	57431953	57432035	1	miRNA
ENSG00000266167	ENST00000577472	54961459	54961528	HSCHR19LRC_PGF2_CTG1	miRNA
